Adjusted R-Squared,R-Squared,RMSE,Time Taken
0.6255611491809405,0.6259480822245549,1.146107110090466,9.207380533218384
0.625226910954023,0.6256141893886517,1.146618525184444,4.145193099975586
0.6241649489565513,0.6245533247884905,1.148241912717789,242.94866609573364
0.6231986609884224,0.6235880353512131,1.1497170546626887,55.543540477752686
0.6221843876770978,0.6225748101572475,1.1512634181079724,282.19103026390076
0.6187560020576084,0.6191499673209909,1.1564750362562215,1444.728794336319
0.6100916096346789,0.6104945284020153,1.1695425997954192,29308.840752840042
0.603196366084298,0.6036064101741473,1.179838531286948,266.8448567390442
0.600705805120593,0.6011184228758936,1.1835354018535793,20098.84780049324
0.5817571934801915,0.5821893921202166,1.211292407391319,103.52798676490784
0.5387341009669151,0.5392107582844932,1.272068297672566,320.5277485847473
0.48012327135800414,0.48066049521839616,1.3504700082189254,1.0498778820037842
0.4790886964578097,0.4796269894145685,1.3518130842655658,0.6811792850494385
0.4790879600589516,0.4796262537766812,1.3518140397768525,4.368324518203735
0.47907598796510587,0.47961429405441147,1.3518295740228645,2.945128917694092
0.47907165478153013,0.4796099653486081,1.3518351964489672,4.275454521179199
0.47906991175447367,0.4796082241227396,1.3518374580684145,0.8987178802490234
0.4790694130688976,0.47960772595248913,1.3518381051242245,1.1714308261871338
0.4790691545678183,0.47960746771853646,1.3518384405350974,0.7743217945098877
0.47906912464785567,0.4796074378294922,1.3518384793569058,0.6320126056671143
0.47906912464785567,0.4796074378294922,1.3518384793569058,0.8227920532226562
0.47775726828257614,0.4782969370943112,1.3535395714836682,1.0209534168243408
0.46964767542216146,0.47019572442585866,1.3640082380544736,3.816521644592285
0.4615391975510592,0.46209562559452455,1.3743957450155502,19.1875638961792
0.4500799764250639,0.45064824605841236,1.3889433142946255,0.799508810043335
0.4492440930663636,0.44981322647464195,1.3899985166033957,64.8086085319519
0.44249208484746716,0.44306819556348187,1.3984929253688028,3.181345224380493
0.42772282015028806,0.4283141929485593,1.4168959831020074,0.633312463760376
0.42772282015028806,0.4283141929485593,1.4168959831020074,0.5588104724884033
0.42585405486461037,0.4264473587847142,1.4192075272395828,2.9979774951934814
0.3700208484911268,0.3706718486476911,1.4866127167268888,0.8285799026489258
0.246459197740449,0.24723788252560996,1.6258786997882506,0.5558631420135498
0.23329659535523228,0.234088881949585,1.6400173812649368,18.674088954925537
0.19877259275896864,0.19960055534520382,1.6765351114073463,3.151578903198242
-0.0010347993598798233,-3.6225263788658424e-07,1.873955797260816,0.37872886657714844
-0.0010347993598798233,-3.6225263788658424e-07,1.873955797260816,0.4667532444000244
-0.0010347993598798233,-3.6225263788658424e-07,1.873955797260816,0.5435457229614258
-0.03409372854037529,-0.03302512940091229,1.904647921275501,1.4291396141052246
-0.11984973429294499,-0.11869251766028799,1.9820501122175103,0.49172186851501465
-2.601931821290022,-2.5982097010040133,3.554696273869389,2.5125038623809814
